STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,TIME_PERIOD,OBS_VALUE,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,UNIT_MULT,OBS_STATUS,OBS_CONF,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,UZB,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,1999,99.5141143798828,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Uzbekistan,Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,1999,19.1,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,1999,98.9,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,"Venezuela, RB",Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VNM,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,1999,86.9944381713867,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Vietnam,Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VIR,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,1999,100.0,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Virgin Islands (U.S.),Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PSE,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,1999,98.6231536865234,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,West Bank and Gaza,Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,YEM,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,1999,47.9929466247559,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,"Yemen, Rep.",Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZMB,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,1999,18.5402450561523,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Zambia,Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZWE,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,1999,38.4,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Zimbabwe,Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFE,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2000,19.917256334288883,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Eastern & Southern Africa,Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFW,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2000,34.24611582571923,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Western & Central Africa,Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ARB,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2000,80.4586672566828,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Arab World,Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CSS,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2000,88.41592898186632,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Caribbean small states,Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CEB,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2000,97.92626353295941,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Central Europe and the Baltics,Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAR,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2000,67.50048861557474,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Early-demographic dividend,Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAS,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2000,92.06181443386615,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific,Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZWE,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2016,42.5,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Zimbabwe,Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFE,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2017,40.22374417303676,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Eastern & Southern Africa,Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFW,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2017,48.90072804750565,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Western & Central Africa,Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ARB,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2017,90.35106693964651,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Arab World,Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CSS,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2017,97.05429005941174,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Caribbean small states,Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CEB,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2017,99.8736866830469,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Central Europe and the Baltics,Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAR,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2017,90.50867287964543,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Early-demographic dividend,Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAS,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2017,97.69153592890137,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific,Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAP,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2017,97.4453072983769,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific (excluding high income),Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TEA,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2017,98.11218937273357,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific (IDA & IBRD),Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EMU,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2017,100.0,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Euro area,Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ECS,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2017,99.96414870374095,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Europe & Central Asia,Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ECA,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2017,99.91829255299913,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Europe & Central Asia (excluding high income),Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZMB,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2017,40.3,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Zambia,Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZWE,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2017,44.0,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Zimbabwe,Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFE,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2018,43.03507335078354,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Eastern & Southern Africa,Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFW,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2018,51.33582935175343,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Western & Central Africa,Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ARB,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2018,88.68984064722673,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Arab World,Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CSS,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2018,97.08782770804812,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Caribbean small states,Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CEB,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2018,99.87637589835262,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Central Europe and the Baltics,Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAR,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2018,91.99271092227656,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Early-demographic dividend,Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAS,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2018,97.66096406877001,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific,Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAP,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2018,97.41238297471749,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific (excluding high income),Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TEA,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2018,98.05122975063206,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific (IDA & IBRD),Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EMU,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2018,100.0,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Euro area,Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ECS,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2018,99.97078339194626,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Europe & Central Asia,Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VNM,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2009,96.1,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Vietnam,Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VIR,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2009,100.0,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Virgin Islands (U.S.),Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PSE,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2009,99.9,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,West Bank and Gaza,Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,YEM,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2009,59.6,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,"Yemen, Rep.",Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZMB,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2009,26.6,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Zambia,Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZWE,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2009,43.4,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Zimbabwe,Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFE,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2010,27.414953756331972,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Eastern & Southern Africa,Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFW,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2010,41.951990311898236,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Western & Central Africa,Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ARB,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2010,86.92150259351102,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Arab World,Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CSS,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2010,94.18151245945988,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Caribbean small states,Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CEB,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2010,98.96442715450975,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Central Europe and the Baltics,Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAR,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2010,79.3901895116688,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Early-demographic dividend,Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAS,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2010,95.54683247540522,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific,Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZMB,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2018,40.2,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Zambia,Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZWE,WB_WDI_EG_ELC_ACCS_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2018,45.4,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Zimbabwe,Access to electricity (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
